DOT_Number,Company_Name,DBA_Name,Representative_Name,Representative_Title,Phone,Email,Street_Address,City,State,Zip_Code,Current_Insurance_Carrier,Policy_Expiration_Date,Insurance_Amount_On_File,Fleet_Size,Number_of_Drivers,Operation_Type,Entity_Type
2214230,"RPTS INC","",,,3302737303,"",,BRUNSWICK,OH,"","WESTERN SURETY CO.",2016-08-22,0.0,0,0,,""
1062463,"GLENN HENSLEY","G & R TRANSPORT & DELIVERY",,,4192220480,GR_DELIVERY@EMAIL.COM,,LIMA,OH,"","AUTO OWNERS INSURANCE COMPANY",2016-08-24,750000.0,1,0,,""
2913834,"FURREAL ENTERPRISE UNLIMITED LLC","",,,3304164223,FURREALENTCO@YAHOO.COM,,MARSHALLVILLE,OH,"","WESTFIELD INSURANCE CO.",2016-08-25,750000.0,1,0,,""
1560789,"DAVID K LANGDON","K & L TRUCKING",,,5133688878,kyle.lang85@live.com,,LOVELAND,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2016-08-30,750000.0,2,0,,""
597541,"PORTERS BP LLC","",,,"(419) 399-7125",clint@portersbp.com,,PAULDING,OH,"","EMPLOYERS MUTUAL CASUALTY CO.",2016-08-31,1000000.0,13,0,,""
306030,"AINSLEY OIL COMPANY INC","",,,3306378065,ARCTIC992@AOL.COM,,CORTLAND,OH,"","EMPLOYERS MUTUAL CASUALTY CO.",2017-08-01,4000000.0,14,0,,""
2533075,"ALL-PRO TOWING INC","",,,9374336000,transportationmgmt@gmail.com,,CENTERVILLE,OH,"","UNITED OHIO INSURANCE COMPANY",2017-08-01,1000000.0,1,0,,""
2215974,"ALPHA FREIGHT SYSTEMS LLC","",,,3303428700,"",,HUDSON,OH,"","TRAVELERS CASUALTY &  SURETY  CO. OF AMERICA",2017-08-01,0.0,0,0,,""
2488024,"CABLE LIMO LLC","",,,4404540726,JCABLE1300@YAHOO.COM,,ELYRIA,OH,"","PHILADELPHIA INDEMNITY INSURANCE COMPANY",2017-08-01,1500000.0,4,0,,""
3030293,"COWPATH TRANSPORT LLC","",,,6142965814,AKARCHER@ralaw.com,,BELLEFONTAINE,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2017-08-01,750000.0,2,0,,""
2358190,"EXPRESS DELIVERY SERVICES INC","",,,5139344078,mike@shipexpressdelivery.com,,LEBANON,OH,"","SENTRY SELECT INSURANCE COMPANY",2017-08-01,1000000.0,28,0,,""
1596743,"JSMR TRUCKING INC","",,,2166611694,"JSMRTRUCKING @ AOL.COM",,CLEVELAND,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2017-08-01,1000000.0,1,0,,""
652413,"ROTH TRANSIT INC","",,,9374180888,linda@jackson-tube.com,,PIQUA,OH,"","THE CINCINNATI INSURANCE CO.",2017-08-01,750000.0,1,0,,""
2409236,"DREAM LOGISTICS LLC","",,,2347593600,"",,"NEW SPRINGFIELD",OH,"","AMERICAN CONTRACTORS INDEMNITY COMPANY",2017-08-04,0.0,0,0,,""
3029864,"PAUL BONECUTTER","THREE GIRLS TRUCKING",,,7402827601,BONECUTTER1963@ATT.NET,,STEUBENVILLE,OH,"","MERCHANTS NATIONAL BONDING, INC",2017-08-09,0.0,0,0,,""
2909141,"BAMBAUER TRANSPORTATION LLC","",,,4197532274,BAMFERT@NKTELCO.NET,,"NEW KNOXVILLE",OH,"","AUSTIN MUTUAL INSURANCE COMPANY",2017-08-10,1000000.0,40,0,,""
1239632,"JIM ROBSON TRUCKING LLC","",,,7407672456,jimrobson34@yahoo.com,,GLOUSTER,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2017-08-11,750000.0,1,0,,""
2835384,"RICHMOND TRANSPORTATION LLC","",,,4409980080,LISALOVESTRIBE@HOTMAIL.COM,,ASHTABULA,OH,"","NATIONAL INTERSTATE INSURANCE COMPANY",2017-08-13,5000000.0,20,0,,""
2595110,"FARGONA INC","SILK ROAD TRANSPORTATION",,,6303393439,accounting@SILKROAD-TRANSPORTATION.COM,,MEDINA,OH,"","WESCO INSURANCE COMPANY",2017-08-17,750000.0,21,0,,""
310106,"GREGORY BROTHERS INC","",,,6144910635,kgregorylockag@aol.com,,ASHVILLE,OH,"","PENN  MILLERS  INSURANCE COMPANY",2017-08-17,1000000.0,3,0,,""
1155697,"GM TRANSPORTATION INC","MG TRANSPORTATION",,,2164021287,GMMELLOW@AOL.COM,,TWINSBURG,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2017-08-18,750000.0,1,0,,""
2434438,"JEFFREY EUGENE STANDIFER","",,,9375338319,"",,"WEST MANCHESTER",OH,"","NATIONAL INDEMNITY COMPANY",2017-08-18,750000.0,2,0,,""
1170690,"DONALD A HOSLER","BE ON BEE",,,2164085133,"",,ASHLAND,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2017-08-19,750000.0,2,0,,""
3027171,"B2B BROKERAGE INC","",,,4405741035,JULIEGABYAK@GMAIL.COM,,MEDINA,OH,"","MERCHANTS NATIONAL BONDING, INC",2017-08-28,0.0,0,0,,""
3013193,"M & L TRANSPORTATION LLC","",,,3303530274,leroylogger911@gmail.com,,"APPLE CREEK",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2017-08-28,750000.0,1,0,,""
2965429,"RM ENTERPRISES OF GALLOWAY INC","",,,6146000818,rmeofgalloway@gmail.com,,COLUMBUS,OH,"","THE CINCINNATI INDEMNITY COMPANY",2017-08-29,750000.0,4,0,,""
2579934,"SCHROEDER FARMS & MORE LLC","",,,4197702520,JOYCEG@TSTCINC.COM,,SHERWOOD,OH,"","GREAT WEST CASUALTY CO.",2017-08-29,1000000.0,3,0,,""
2997225,"RICHARD D FERGUSON","RJR LOGISTICS",,,4193760916,mark@truckingconsultant.com,,MAUMEE,OH,"","ERIE INSURANCE COMPANY",2017-08-30,750000.0,1,0,,""
2234232,"CUSTOM PRO LOGISTICS LLC","",,,"(800) 275-6574","",,CINCINNATI,OH,"","SOUTHWEST MARINE AND GENERAL INSURANCE COMPAN",2017-08-31,0.0,0,0,,""
545226,"IMPERIAL EXPRESS INC","",,,9373999400,DBRIGGS@IMPERIALEXPRESS.NET,,SPRINGFIELD,OH,"","NATIONAL INTERSTATE INSURANCE COMPANY",2018-08-01,1000000.0,37,0,,""
2514927,"WORLD DISTRIBUTION SERVICES LLC","",,,4408958144,"",,CLEVELAND,OH,"","PROTECTIVE INSURANCE CO.",2018-08-01,0.0,0,0,,""
2424237,"BLUE HORSE EXPRESS LLC","",,,3307949000,BLUEHORSELLC@YAHOO.COM,,AKRON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2018-08-02,750000.0,1,0,,""
1076569,"RANDY MASSIE","RCM DISTRIBUTION LLC",,,3307495187,770forgive@gmail.com,,WADSWORTH,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2018-08-02,750000.0,1,0,,""
3030243,"STATEWIDE TRANSPORT LLC","",,,3302578267,STATEWIDETRANSPORT90@GMAIL.COM,,HOMEWORTH,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2018-08-03,750000.0,5,0,,""
1031347,"ZDENKO ZALAC","DOUBLE Z TRANSPORT",,,3302654713,lzalac84@gmail.com,,CLINTON,OH,"","OOIDA RISK RETENTION GROUP, INC.",2018-08-03,0.0,1,0,,""
696117,"DAVID BACHER","NOREAST TRANSPORT",,,9372068733,noreasttransport@gmail.com,,URBANA,OH,"","AUTO OWNERS INSURANCE COMPANY",2018-08-06,750000.0,1,0,,""
3077293,"LOTEX LLC","",,,8886313393,SUPPORT@LOTEXLOGISTICS.COM,,MEDINA,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2018-08-06,1000000.0,1,0,,""
1741313,"VERNON RABER TRUCKING LLC","VR TRUCKING",,,3302318784,vernon.raberAyahoo.com,,STRASBURG,OH,"","GREAT WEST CASUALTY CO.",2018-08-06,750000.0,1,0,,""
669920,"DAVID N BURTON","DAVE BURTON TRUCKING",,,7403705100,DAVEBURTONTRUCKING1377@YAHOO.COM,,"WEST PORTSMOUTH",OH,"","GREAT WEST CASUALTY CO.",2018-08-09,1000000.0,9,0,,""
673379,"DIRECT EXPRESS DELIVERY SERVICES INC","DIRECT X",,,5135410600,direct-x@hotmail.com,,CINCINNATI,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2018-08-09,750000.0,9,0,,""
3133579,"PACKAGING TRANSPORT LLC","",,,7406576564,bryan.birt@GREIF.COM,,DELAWARE,OH,"","TRAVELERS PROPERTY CASUALTY CO.  OF AMERICA",2018-08-09,750000.0,7,0,,""
3140766,"WESTERVILLE EXPRESS LLC","",,,6143780354,WESTERVILLEX65@GMAIL.COM,,DELAWARE,OH,"","GREAT WEST CASUALTY CO.",2018-08-09,1000000.0,5,0,,""
2914667,"CARVER TRUCKING LLC","",,,7408211603,CARVERD104@AOL.COM,,LUCASVILLE,OH,"","SENTRY SELECT INSURANCE COMPANY",2018-08-10,750000.0,7,0,,""
2060959,"EXIM TRANS LTD","",,,5132057576,exim25@hotmail.com,,MASON,OH,"","CANAL INSURANCE CO.",2018-08-12,750000.0,0,0,,""
1583392,"LOTH LOGISTICS LLC","",,,5135548898,hnam@lothinc.COM,,CINCINNATI,OH,"","THE CINCINNATI INSURANCE CO.",2018-08-13,0.0,0,0,,""
1139259,"VSDY TRUCKING INC","",,,6145711779,Vladyefimov@yahoo.com,,"LEWIS CENTER",OH,"","GREAT WEST CASUALTY CO.",2018-08-14,1000000.0,1,0,,""
2528198,"WITHOUT-A-DOUBT SPECIALIZED HAULERS INC","",,,5137287388,sandra.ambrose@wadsh.com,,FAIRFIELD,OH,"","THE CINCINNATI INDEMNITY COMPANY",2018-08-14,750000.0,5,0,,""
3138836,"F & L NEISS TRANSPORT LLC","F & L NEISS TRANCPORT",,,3305924721,LINDANEISS@HOTMAIL.COM,,WINDHAM,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2018-08-16,1500000.0,2,0,,""
1088490,"RON ROGERS TRUCKING","",,,7403921113,ronrogerstrucking@hotmail.com,,"MOUNT VERNON",OH,"","GRANGE INDEMNITY INSURANCE COMPANY",2018-08-16,750000.0,10,0,,""
2423201,"VINCE TRANSPORTATION LLC","VINCE TRANSPORT",,,4194664368,KKATAKIS@YAHOO.COM,,LUCKEY,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2018-08-20,750000.0,2,0,,""
3093652,"ADM TRANSPORT INC","",,,8145411676,admtransportinc01@gmail.com,,ASHTABULA,OH,"","NATIONAL INDEMNITY COMPANY",2018-08-21,750000.0,1,0,,""
3123861,"ASK AMY STAGING LLC","",,,9376586290,JESSICA@ASKAMYSTAGING.COM,,SIDNEY,OH,"","THE CINCINNATI INSURANCE CO.",2018-08-22,750000.0,1,0,,""
2071406,"TWIN K TRUCKING LLC","",,,3302041914,"",,SUGARCREEK,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2018-08-22,750000.0,8,0,,""
2924448,"FAIRFIELD LIVESTOCK LOGISTICS INC","",,,7407777401,TRACY@FAIRFIELDLL.COM,,AMANDA,OH,"","GREAT WEST CASUALTY CO.",2018-08-24,1000000.0,7,0,,""
2229140,"FIVE STAR TRUCKING LTD","",,,4409539300,"",,WILLOGHBY,OH,"","SOUTHWEST MARINE AND GENERAL INSURANCE COMPAN",2018-08-24,0.0,0,0,,""
3163560,"DVN TRANSPORT LLC","",,,4402120459,DVNTRANSPORTLLC@GMAIL.COM,,HINCKLEY,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2018-08-27,750000.0,1,0,,""
1191174,"H&S FREIGHT TRANSPORT INC","HOGAN TIRE & SERVICE",,,9376440381,hsfti@aol.com,,MARYSVILLE,OH,"","NATIONWIDE PROPERTY & CASUALTY INSURANCE CO.",2018-08-27,1000000.0,11,0,,""
3147501,"JOLANI LOGISTICS LLC","",,,6148050837,JOLANILOGISTICS@GMAIL.COM,,REYNOLDSBURG,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2018-08-27,750000.0,3,0,,""
3178759,"T BROGAN LLC","T BROGAN TRANSPORT",,,3307040576,TADBROGAN@YAHOO.COM,,MINERVA,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2018-08-28,750000.0,1,0,,""
1141848,"CARL F BUHN JR","CARL BUHN TRUCKING",,,3304570256,forest44@att.net,,"NEW WATERFORD",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2018-08-31,750000.0,1,0,,""
455068,"ANKENBRANDTS INC","",,,4128564747,ankenbrandtsinc@yahoo.com,,MAUMEE,OH,"","CELINA MUTUAL INSURANCE COMPANY",2019-08-01,1000000.0,9,0,,""
71618,"JONICK & CO INC","",,,4402770592,pkeisman@jonick.com,,"SHEFFIELD VILLAGE",OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2019-08-01,1000000.0,29,0,,""
1416202,"LA-LYN FARMS INC","",,,9374522110,layton@lalyn.com,,CAMDEN,OH,"","MONROE GUARANTY INSURANCE COMPANY",2019-08-01,1000000.0,9,0,,""
2214934,"ROAD DOG LOGISTICS LLC","","STEVE MICHELI",Representative,"(513) 852-1607",steve@roaddoglogistics.com,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-01,300000.0,1,0,,""
418595,"WESTBANK HARBOR SERVICES INC","",,,7407603473,kathydye315@yahoo.com,,SARDIS,OH,"","THE CINCINNATI INSURANCE CO.",2019-08-01,750000.0,2,0,,""
3317381,"GOT LOGISTICS LLC","",,,"",DONYEKIMAL@GMAIL.COM,,DAYTON,OH,"","PACIFIC FINANCIAL ASSOCIATION, INC.",2019-08-02,0.0,0,0,,""
876773,"VICKIE FRIZZELL","JESSE TRUCKING LLC",,,9375331077,vfrizzell2019@gmail.com,,EATON,OH,"","THE CINCINNATI INSURANCE CO.",2019-08-02,750000.0,1,0,,""
1473459,"EARTH MANAGEMENT TRUCKING INC","",,,5136164381,SNKS4@AOL.COM,,CINCINNATI,OH,"","CENTRAL MUTUAL INSURANCE COMPANY",2019-08-03,1000000.0,11,0,,""
2902343,"ROSE AND THORN LOGISTICS LLC","",,,6142849146,ROSETHORNLOGISTICS@GMAIL.COM,,COLUMBUS,OH,"","GREAT WEST CASUALTY CO.",2019-08-04,1000000.0,2,0,,""
2910400,"K & W TRANSPORTATION SERVICES LLC","",,,4197066606,WPBREISCH@YAHOO.COM,,"BERLIN HTS",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-05,750000.0,1,0,,""
3075885,"EC TRANSPORT LLC","",,,9548429024,ECTLLC7@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-06,750000.0,1,0,,""
3314011,"F1 CONNECT LLC","",,,6145980209,F1CONNECTLLC@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-06,750000.0,1,0,,""
2553825,"MAS LOGISTICS LLC","",,,4135050252,MAS030515@GMAIL.COM,,"TIPP CITY",OH,"","NORTHLAND INSURANCE COMPANY",2019-08-06,750000.0,4,0,,""
3276641,"J & F LOGISTICS LLC","",,,8885353696,KYLE.JOYCE@JFLOGISTICS.CO,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-07,750000.0,2,0,,""
2001342,"DANTAC TRANSPORTATION DT LLC","",,,6145621268,DANTAC79@GMAIL.COM,,WESTERVILLE,OH,"","GREAT WEST CASUALTY CO.",2019-08-09,1000000.0,2,0,,""
2999856,"PLUS EXPRESS TRANSPORT LLC","",,,6143643282,ZAcKY128@GMAIL.COM,,COLUMBUS,OH,"","GREAT WEST CASUALTY CO.",2019-08-09,1000000.0,6,0,,""
2483449,"G & O TRUCKING LLC","",,,3308062216,GANDOTRUCKINGLLC@GMAIL.COM,,MASSILLON,OH,"","SCOTTSDALE INDEMNITY COMPANY",2019-08-11,750000.0,2,0,,""
2189132,"MLW TRANSPORT INC","",,,3523021466,M.WRIGHT910@GMAIL.COM,,ALBANY,OH,"","CANAL INSURANCE CO.",2019-08-11,750000.0,2,0,,""
135299,"HOOSIER EXPRESS INC","",,,8004404284,SAFETY@BOWLINGTRANSPORTATION.COM,,FOSTORIA,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-12,750000.0,1,0,,""
262824,"ABERDEEN EXPRESS INC","",,,5137723210,"",,SHARONVILLE,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2019-08-13,1000000.0,18,0,,""
198473,"GLOBE TRUCKING INC","",,,4197278307,TDEVRIESglobe@gmail.com,,TOLEDO,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2019-08-13,750000.0,9,0,,""
1085435,"HOLSTEN ENTERPRISES LLC","HOLSTEN BULK TRANSPORTATION",,,4192978383,HOLSTENENT@AOL.COM,,TOLEDO,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2019-08-13,750000.0,1,0,,""
2551293,"CHARDI KALA TRANSPORT LLC","CK TRANS",,,5132083021,Cktrans13@gmail.com,,"WEST CHESTER",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-14,750000.0,1,0,,""
805544,"ELMCO TRUCKING INC","",,,4199832010,ELMCOTRUCKING@WOH.RR.COM,,BLOOMVILLE,OH,"","AUTO OWNERS INSURANCE COMPANY",2019-08-14,750000.0,2,0,,""
1192398,"NATHAN R GLOVER","GLOVER TRUCKING",,,5136157618,glovertrucking2001@gmail.com,,HAMILTON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-14,1000000.0,1,0,,""
2230195,"TAYLOR LOGISTICS INC","",,,8004860636,"",,"WEST CHESTER",OH,"","SOUTHWEST MARINE AND GENERAL INSURANCE COMPAN",2019-08-14,0.0,0,0,,""
532586,"MARCELL'S INC","",,,5138567900,marcells_inc@yahoo.com,,FAIRFIELD,OH,"","OHIO CASUALTY INSURANCE CO.",2019-08-16,1000000.0,2,0,,""
2490890,"RKJ FABRICATION AND CONSTRUCTION LLC","",,,7409472191,"",,WAVERLY,OH,"","THE CINCINNATI INSURANCE CO.",2019-08-17,750000.0,1,0,,""
561553,"DOUGLAS SPRIGGS","TMS DELIVERY",,,2164019917,kathleenschubert@sbcglobal.net,,CLEVELAND,OH,"","GREAT WEST CASUALTY CO.",2019-08-19,1000000.0,1,0,,""
2519363,"KIMBERLY J WATSON",WWTC,,,7406304889,zeke5868@hotmail.com,,CAMBRIDGE,OH,"","GREAT WEST CASUALTY CO.",2019-08-19,750000.0,1,0,,""
3321538,"NICK BURKLEY TRUCKING LLC","",,,4195536911,NICKBURKLEYTRUCKINGLLC@GMAIL.COM,,HAVILAND,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-20,750000.0,1,0,,""
3317687,"RANDALL W WHITACRE","",,,5138772731,KATHYJWHITACRE@YAHOO.COM,,"PLEASANT PLAIN",OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2019-08-20,750000.0,1,0,,""
98442,"SHELLY SMITH & SONS LTD","",,,4195241841,akarcher@ralaw.com,,MANSFIELD,OH,"","THE CINCINNATI INSURANCE CO.",2019-08-20,750000.0,17,0,,""
1288672,"BETHEL TRANSPORT INC","",,,4198743614,betheltransport@yahoo.com,,PERRYSBURG,OH,"","DAILY UNDERWRITERS OF AMERICA",2019-08-21,750000.0,1,0,,""
2132647,"BUCKEYE APPLICATION SALES AND SERVICE LLC","",,,4195963883,joyceg@tstcinc.com,,CONTINENTAL,OH,"","AUTO OWNERS INSURANCE COMPANY",2019-08-21,750000.0,3,0,,""
1009282,"RANDY V MOORE PETROLEUM DISTRIBUTION LLC","",,,7403421875,mark@truckingconsultant.com,,"NEW LEXINGTON",OH,"","FEDERATED SERVICE INSURANCE COMPANY",2019-08-21,1000000.0,18,0,,""
1517498,"ULTRA HIGH SPECIALTIES LLC","",,,4235952136,uhscutting2017@gmail.com,,MASSILLON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-21,750000.0,1,0,,""
357019,"D & D TRAILER HAULING INC","",,,3306979020,d_dtrailer@hotmail.com,,MEDINA,OH,"","THE CINCINNATI INSURANCE CO.",2019-08-22,750000.0,5,0,,""
3023630,"JACY LLC","",,,3307207709,BTHOMAS67@HOTMAIL.COM,,MCDONALD,OH,"","UNITED STATES FIRE INSURANCE CO.",2019-08-22,0.0,0,0,,""
3307416,"MCG EXPRESS LLC","",,,9093420936,MCGEXPRESSLLC@GMAIL.COM,,COLUMBUS,OH,"","GREAT WEST CASUALTY CO.",2019-08-27,1000000.0,3,0,,""
976887,"RAYMOND EDWARD MUTH","ED MUTH TRUCKING",,,9379355777,slmrem@embarqmail.com,,BELLEFONTAINE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-27,750000.0,1,0,,""
3168362,"CB NOFZIGER TRANSPORT LLC","",,,4198221937,MARK@TRUCKINGCONSULTANT.COM,,WAUSEON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-28,750000.0,3,0,,""
3311149,"INSCHO TRANSPORT L L C","",,,7406169578,MEINSCHO@GMAIL.COM,,CENTERBURG,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2019-08-29,750000.0,1,0,,""
2973612,"SEAMLESS LOGISTICS LTD","",,,6144886332,jtucker@shipseamless.com,,COLUMBUS,OH,"","MERCHANTS BONDING COMPANY ( MUTUAL)",2019-08-29,0.0,0,0,,""
2939212,"BRYANT TRANSPORTATION LLC","",,,7402455002,ANGELLTAX@FRONTIER.COM,,BIDWELL,OH,"","WEST BEND MUTUAL INSURANCE CO.",2020-08-01,750000.0,5,0,,""
2577627,"DECOBRAB LLC","BIN THERE DUMP THAT",,,5137322467,JGAUCH@BINTHEREDUMPTHAT.COM,,BATAVIA,OH,"","OHIO SECURITY INSURANCE COMPANY",2020-08-01,750000.0,7,0,,""
1719784,"IRM EXPRESS LLC","",,,4198224232,MARK@TRUCKINGCONSULTANT.COM,,DELTA,OH,"","AUTO OWNERS INSURANCE COMPANY",2020-08-01,1000000.0,5,0,,""
1398814,"JASON D RAWSON","JASON RAWSON TRUCKING",,,7407655042,JASON_RAWSON@HOTMAIL.COM,,TORONTO,OH,"","ERIE INSURANCE COMPANY",2020-08-01,750000.0,8,0,,""
1483212,"L E RABER TRUCKING LLC","",,,3302319396,bucketfreight@icloud.com,,DOVER,OH,"","AUTO OWNERS INSURANCE COMPANY",2020-08-01,750000.0,1,0,,""
1926408,"MARTIN ARY JR","M & I TRUCKING",,,5134654607,MITRUCKING@YAHOO.COM,,LEBANON,OH,"","PEKIN INSURANCE CO.",2020-08-01,1000000.0,3,0,,""
2501533,"OHIO CONTAINER SERVICES LLC","",,,4403360244,rong@ohiocontainer.com,,AVON,OH,"","STATE AUTO PROPERTY AND CASUALTY INS. CO.",2020-08-01,1000000.0,1,0,,""
2209431,"BENCHMARK CRAFTSMAN INC","BENCHMARK CRAFTSMEN",,,3309754214,matt.sublett@BENCHMARK.US.COM,,SEVILLE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2020-08-03,750000.0,4,0,,""
388499,"PREFERRED TRUCKING SERVICES INC","JDS TRUCKING",,,4402366575,CHALT@JDSMOBILE.COM,,"COLUMBIA STATION",OH,"","HALLMARK INSURANCE COMPANY",2020-08-03,750000.0,5,0,,""
3345012,"K S REESE LIMITED","",,,9372166029,KSREESELIMITED@GMAIL.COM,,TROY,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2020-08-04,1000000.0,2,0,,""
3222852,"LIA TRUCKING","",,,3144797735,atbmara1@GMAIL.COM,,COLUMBUS,OH,"","WESCO INSURANCE COMPANY",2020-08-04,750000.0,1,0,,""
3315969,"FREIGHT BROKERAGE LLC","",,,6145125110,FREIGHTBROKERAGELLC1@GMAIL.COM,,GROVEPORT,OH,"","UNITED STATES FIRE INSURANCE CO.",2020-08-05,0.0,0,0,,""
1027283,"CLARKSVILLE SAWMILL & LUMBER LLC","",,,9377258006,mbrewer06@yahoo.com,,CLARKSVILLE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2020-08-06,750000.0,3,0,,""
2227862,"SHORELINE LOGISTICS INC","",,,4408782000,"",,STRONGSVILLE,OH,"","MERCHANTS BONDING COMPANY ( MUTUAL)",2020-08-07,0.0,0,0,,""
3015974,"IRISE LOGISTICS LLC","",,,6145698066,IRISELOGISTICS@GMAIL.COM,,COLUMBUS,OH,"","GREAT AMERICAN INSURANCE CO.",2020-08-08,0.0,0,0,,""
1226439,"PER SEMPRE FAMIGLIA TRUCKING LLC","",,,2168546561,lazurustruckin@yahoo.com,,PARMA,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2020-08-10,750000.0,1,0,,""
3422192,"R AND K TRUCKING LLC","",,,9415849868,bellstrk@gmail.com,,CLEVELAND,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2020-08-10,750000.0,1,0,,""
3446856,"CITY DASH LOGISTICS LLC","",,,5135622000,CLIFF@CITYDASH.COM,,CINCINNATI,OH,"","WESTFIELD INSURANCE CO.",2020-08-11,0.0,0,0,,""
3457832,"TRUCKBULL LOGISTICS LLC","",,,5138602855,TRUCKBULLLOGISTICS@GMAIL.COM,,FAIRFIELD,OH,"","MERCHANTS NATIONAL BONDING, INC",2020-08-12,0.0,0,0,,""
3463319,"HAAD TRANSPORTATION INC","",,,4042904349,HAADTRANSPORTATION@GMAIL.COM,,COLUMBUS,OH,"","GREAT WEST CASUALTY CO.",2020-08-13,1000000.0,3,0,,""
3460820,"B&E TRANSPORT LLC","",,,3302032803,BABKAUR2@GMAIL.COM,,STREETSBORO,OH,"","GREAT WEST CASUALTY CO.",2020-08-14,1000000.0,1,0,,""
2257444,"KENT MACHINERY SALES INC","",,,3306783600,bochertco@aol.com,,KENT,OH,"","MOTORISTS COMMERCIAL MUTUAL INSURANCE COMPANY",2020-08-15,0.0,3,0,,""
1269641,"S E A ENTERPRISE INC","",,,5134247321,STEPH@SEAEXPEDITE.COM,,MIDDLETOWN,OH,"","ERIE INSURANCE COMPANY",2020-08-15,750000.0,3,0,,""
523429,"THOMPSON TIMBER TRANSPORT INC","",,,7403328515,timbertrader@midohio.twcbc.com,,LAURELVILLE,OH,"","PENNSYLVANIA LUMBERMENS MUTUAL INS. COMPANY",2020-08-15,1000000.0,8,0,,""
621159,"DANNY L RITTINGER","DANNY L RITTINGER TRANSPORT",,,6142963284,dannyrittinger@sbcglobal.net,,CIRCLEVILLE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2020-08-18,750000.0,1,0,,""
3335184,"LONGWAY TRUCKING LLC","",,,5856350147,brayam1987@gmail.com,,AKRON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2020-08-20,750000.0,1,0,,""
3472726,"RELIABLE TRUCKLOAD & BROKERAGE LLC","HOPPER LOGISTICS",,,4403739005,ALEX.HABEEB@FINALMILETRANS.COM,,AVON,OH,"","HUDSON INSURANCE COMPANY",2020-08-20,0.0,0,0,,""
2502646,"THM EXPRESS LLC","",,,5022960436,THMEXPRESSLLC@GMAIL.COM,,DAYTON,OH,"","PRIME INSURANCE COMPANY",2020-08-20,1000000.0,1,0,,""
1314907,"PRO-HAUL TRANSPORTATION LLC","",,,5139930880,PROHAULTRANSPORTATION@GMAIL.COM,,CINCINNATI,OH,"","NATIONAL CONTINENTAL INSURANCE CO.",2020-08-22,1000000.0,5,0,,""
337459,"W & W AUTOMOTIVE & TOWING INC","",,,9374291699,"",,BEAVERCREEK,OH,"","ERIE INSURANCE COMPANY",2020-08-22,750000.0,2,0,,""
